0.000000000000000000e+00,1.067100813989414476e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,0.000000000000000000e+00
-1.100000000000000142e+02,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.925600142721513974e-03,1.067100813989414476e+00,-6.600000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.067100813989414476e+00,-3.847277009189678356e+05
0.000000000000000000e+00,1.067100813989414476e+00,-4.859992800645779935e+05
0.000000000000000000e+00,1.067100813989414476e+00,-1.948814811537438363e+05
0.000000000000000000e+00,1.067100813989414476e+00,6.923518310018317425e+04
0.000000000000000000e+00,1.067100813989414476e+00,2.120286138594926888e+04
0.000000000000000000e+00,1.067100813989414476e+00,-6.779765916648750135e+04
0.000000000000000000e+00,1.067100813989414476e+00,5.879043617517494567e+03
0.000000000000000000e+00,1.067100813989414476e+00,-2.857586826265891068e+04
0.000000000000000000e+00,1.067100813989414476e+00,-3.218884703974584409e+04
0.000000000000000000e+00,1.067100813989414476e+00,-3.431893637050748657e+04
-2.457749389222708487e+02,1.067100813989414476e+00,-7.341877265940408688e+05
1.875461380325351638e+04,1.067100813989414476e+00,-1.231030742496310966e+06
1.876916517302368084e+04,1.067100813989414476e+00,-1.178522680376345757e+06
-2.110067695999350399e+05,1.067100813989414476e+00,-4.282322449376791337e+04
-2.419834078643338289e+05,1.067100813989414476e+00,1.156163122467816138e+05
-1.386718715378503257e+05,1.067100813989414476e+00,-3.288407185397826252e+05
-7.720914350823855784e+04,1.067100813989414476e+00,-4.108792276080800220e+05
9.149721705115345540e+05,1.067100813989414476e+00,-7.854830464421998477e+05
1.110694152391960844e+06,1.067100813989414476e+00,-8.954788847329946002e+05
2.027702134203577298e+05,1.067100813989414476e+00,-7.500160962129913969e+05
-5.839060273249128841e+01,1.067100813989414476e+00,-4.282880976048096782e+05
-3.785380744311908726e+06,1.067100813989414476e+00,8.565761952096193563e+05
-3.748577572046153247e+06,1.067100813989414476e+00,8.449450412684309995e+05
-2.624761087298524100e+06,1.067100813989414476e+00,4.914164594487332506e+05
-2.408799784931657370e+06,1.067100813989414476e+00,4.235379279083742877e+05
